id,year,active_year,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,dyad_name,side_a_new_id,gwnoa,side_a,side_b_new_id,gwnob,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,adm_1,adm_2,latitude,longitude,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,low,best,high
145582,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""BBC Monitoring South Asia,2014-03-12,Taleban claim capturing post, killing three policemen in attack in Afghan west""",BBC Monitoring South Asia,3/12/14,"Taleban claim capturing post, killing three policemen in attack in Afghan west",Taleban,1,Khosk Abeh village,Farah province,Khaki Safed district,32.666599,62.157101,176885,Afghanistan,700,Asia,1,1,3/11/14,3/11/14,0,1,0,0,1,1,1
143003,2014,1,1,227,India:Government,453,Government of India - CPI-Maoist,141,750,Government of India,195,,CPI-Maoist,8,"""SATP, Chhattosgarh timeline, 2014,1753-01-01,-"";""SATp, Chhattisgarh timeline, 2014,1753-01-01,-"";""Press Trust of India,2014-03-11,20 security personnel feared killed in Naxal attack"";""Press Trust of India,2014-03-11,15 security men, 1 civilian killed in major Naxal ambush"";""Press Trust of India,2014-03-11,(Updating with fresh inputs)"";""Press Trust of India,2014-03-12,Head phone music proved fatal for civilian in Chh'garh Naxal"";""Press Trust of India,2014-03-30,'Naxals have enhanced info network in Bastar ahead of polls'"";""Press Trust of India,2014-12-21,YEAR-CHHATTISGARH 2""","SATP, Chhattosgarh timeline, 2014;SATp, Chhattisgarh timeline, 2014;Press Trust of India;Press Trust of India;Press Trust of India;Press Trust of India;Press Trust of India;Press Trust of India",1753-01-01;1753-01-01;2014-03-11;2014-03-11;2014-03-11;2014-03-12;2014-03-30;2014-12-21,"-;-;20 security personnel feared killed in Naxal attack;15 security men, 1 civilian killed in major Naxal ambush;(Updating with fresh inputs);Head phone music proved fatal for civilian in Chh'garh Naxal;'Naxals have enhanced info network in Bastar ahead of polls';YEAR-CHHATTISGARH 2","Chhattisgarh's Additional Director General (Intelligence) Mukesh Gupta, CRPF sources, DIG (SIB) of Chattisgarh police Dipanshu Kabra",2,Tahakwada village,Chhattisgarh State,Sukma District,19.171026,81.242012,157483,India,750,Asia,1,1,3/11/14,3/11/14,15,0,1,0,16,16,16
162043,2014,1,3,4219,FPR-BL - Civilians,4824,FPR-BL - Civilians,3554,,FPR-BL,1,,Civilians,1,"""Humanitartarian Response,2014-06-09,Liste des Incidents en RCA""",Humanitartarian Response,6/9/14,Liste des Incidents en RCA,DSS Siterep 13/03,3,Markounda region,Ouham province,Markounda region,7.62768,16.963783,140794,Central African Republic,482,Africa,1,1,3/11/14,3/11/14,0,0,10,0,10,10,10
163167,2014,1,2,4973,Fulani - Tiv,5583,Fulani - Tiv,607,,Fulani,1032,,Tiv,1,"""All Africa,2014-03-12,30 Killed, Suswam's Convoy Attacked""",All Africa,3/12/14,"30 Killed, Suswam's Convoy Attacked",,1,Ukpiam village,Benue state,Guma lga,7.96903,8.6355,140778,Nigeria,475,Africa,1,1,3/11/14,3/11/14,0,0,0,0,0,0,4
163173,2014,1,2,4973,Fulani - Tiv,5583,Fulani - Tiv,607,,Fulani,1032,,Tiv,1,"""All Africa,2014-03-12,30 Killed, Suswam's Convoy Attacked""",All Africa,3/12/14,"30 Killed, Suswam's Convoy Attacked",,1,Daudu village,Benue state,Guma lga,7.91846,8.59469,140778,Nigeria,475,Africa,1,1,3/11/14,3/11/14,0,0,0,0,0,0,5
147948,2014,0,1,347,India:Manipur,768,Government of India - PLA,141,750,Government of India,314,,PLA,3,"""SATP, Manipur timeline, 2014,1753-01-01,March 11"";""The Hindu,2014-03-12,Two jawans feared killed in Manipur ambush"";""Northeastnews.in,2014-03-12,MILITANTS AMBUSH ASSAM RIFLES CONVOY KILL TWO INCLUDING A JCO AND INJURE TWO OTHERS""","SATP, Manipur timeline, 2014;The Hindu;Northeastnews.in",1753-01-01;2014-03-12;2014-03-12,March 11;Two jawans feared killed in Manipur ambush;MILITANTS AMBUSH ASSAM RIFLES CONVOY KILL TWO INCLUDING A JCO AND INJURE TWO OTHERS,"Intelligence agencies, quoting local sources, Underground organisation sources, Assam Rifles sources",3,Chandel District,Manipur State,Chandel District,24.333333,94.266667,164709,India,750,Asia,1,1,3/11/14,3/11/14,2,0,0,0,0,2,2
150774,2014,1,3,480,Government of Sudan - Civilians,947,Government of Sudan - Civilians,112,625,Government of Sudan,1,,Civilians,3,"""Agence France Presse,2014-03-11,One dead in protest of Darfur students: Sudan police"";""Agence France Presse,2014-03-11,One dead in protest of Darfur students: Sudan police"";""All Africa,2014-03-11,Security Forces Shoot At Darfur Students in Khartoum""",Agence France Presse;Agence France Presse;All Africa,2014-03-11;2014-03-11;2014-03-11,One dead in protest of Darfur students: Sudan police;One dead in protest of Darfur students: Sudan police;Security Forces Shoot At Darfur Students in Khartoum," police 
multiple sources",1,Khartoum city,Khartoum state,Khartoum district,15.588056,32.534167,152346,Sudan,625,Africa,1,1,3/11/14,3/11/14,0,0,1,0,1,1,1
147027,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""BBC Monitoring South Asia,2014-03-14,Six insurgents, including two foreign militants, killed in Afghan east - agency""",BBC Monitoring South Asia,3/14/14,"Six insurgents, including two foreign militants, killed in Afghan east - agency",governor's office in Paktika,3,Barmal district,Paktika province,Barmal district,32.713324,69.27614,176899,Afghanistan,700,Asia,1,2,3/11/14,3/14/14,0,3,0,0,3,3,3
147028,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""BBC Monitoring South Asia,2014-03-14,Six insurgents, including two foreign militants, killed in Afghan east - agency""",BBC Monitoring South Asia,3/14/14,"Six insurgents, including two foreign militants, killed in Afghan east - agency",governor's office in Paktika,3,Sarobi district,Paktika province,Sarobi district,32.751723,69.047267,176899,Afghanistan,700,Asia,1,2,3/11/14,3/14/14,0,3,0,0,3,3,3
120211,2014,1,1,386,Algeria:Government,830,Government of Algeria - AQIM,109,615,Government of Algeria,539,,AQIM,1,"""Agence France Presse,2014-03-19,Algeria troops kill three suspected militants""",Agence France Presse,3/19/14,Algeria troops kill three suspected militants,defence ministry,2,Aghribs town,Tizi Ouzou province,Aghrib commune,36.793614,4.311578,182529,Algeria,615,Africa,1,4,3/11/14,3/19/14,0,1,0,0,1,1,1
120212,2014,1,1,386,Algeria:Government,830,Government of Algeria - AQIM,109,615,Government of Algeria,539,,AQIM,1,"""Agence France Presse,2014-03-19,Algeria troops kill three suspected militants""",Agence France Presse,3/19/14,Algeria troops kill three suspected militants,defence ministry,4,Tizi Ouzou province,Tizi Ouzou province,,36.75,4.25,182529,Algeria,615,Africa,2,4,3/11/14,3/19/14,0,4,0,0,4,4,8
114815,2014,1,1,209,Philippines:Government,411,Government of Philippines - CPP,154,840,Government of Philippines,169,,CPP,1,"""Xinhua News Agency,2014-03-12,1 soldier killed in clash with leftist rebels in S. Philippines""",Xinhua News Agency,3/12/14,1 soldier killed in clash with leftist rebels in S. Philippines,Provincial police chief ,1,Panoraon village,Compostela Valley province,Maco municipality,7.420438,126.044612,140293,Philippines,840,Asia,1,1,3/12/14,3/12/14,1,0,0,0,1,1,1
120547,2014,1,1,337,Somalia:Government,750,Government of Somalia - Al-Shabaab,95,520,Government of Somalia,717,,Al-Shabaab,1,"""All Africa,2014-03-14,32 Al-Shabaab Militants Reportedly Killed in Kenyan Airstrike""",All Africa,3/14/14,32 Al-Shabaab Militants Reportedly Killed in Kenyan Airstrike,Deputy Governor of Gedo region Ali Matan,1,Bardera town,Gedo region,Bardera district,2.338564,42.285637,132925,Somalia,520,Africa,1,1,3/12/14,3/12/14,0,0,0,0,0,0,32
128829,2014,1,1,230,Yemen (North Yemen):Government,459,Government of Yemen (North Yemen) - AQAP,123,678,Government of Yemen (North Yemen),881,,AQAP,1,"""Agence France Presse,2014-03-12,Drone strike kills 2 'Qaeda' in Yemen: tribal source""",Agence France Presse,3/12/14,Drone strike kills 2 'Qaeda' in Yemen: tribal source,A tribal source,4,al-Jawf governorate,al-Jawf governorate,,16.689733,45.611557,153812,Yemen (North Yemen),678,Middle East,1,1,3/12/14,3/12/14,0,2,0,0,2,2,2
129188,2014,1,3,1850,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,2332,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,,Civilians,1,"""All Africa,2014-03-17,Military Repels Boko Haram's Pre-Dawn Attack in Maiduguri""",All Africa,3/17/14,Military Repels Boko Haram's Pre-Dawn Attack in Maiduguri,Eye witness,1,Pulka town,Borno state,Gwoza lga,11.226071,13.783778,145828,Nigeria,475,Africa,1,1,3/12/14,3/12/14,0,0,11,0,11,11,11
144922,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,2,"""Xinhua News Agency,2014-03-12,2nd LD: Two Afghan suicide bombers killed"";""BBC Monitoring South Asia,2014-03-12,Afghan Taleban claim responsibility for suicide attack, killing 23 soldiers""",Xinhua News Agency;BBC Monitoring South Asia,2014-03-12;2014-03-12,"2nd LD: Two Afghan suicide bombers killed;Afghan Taleban claim responsibility for suicide attack, killing 23 soldiers",Police /Taleban,1,Kandahar town,Kandahar province,Kandahar district,31.611795,65.705795,175452,Afghanistan,700,Asia,1,1,3/12/14,3/12/14,0,3,0,0,3,3,3
147003,2014,1,3,514,Taleban - Civilians,981,Taleban - Civilians,303,,Taleban,1,,Civilians,1,"""BBC Monitoring South Asia,2014-03-12,Three killed by Taleban in Afghan north after attending Fahim prayers""",BBC Monitoring South Asia,3/12/14,Three killed by Taleban in Afghan north after attending Fahim prayers,spokesman for Fariab governor ,5,Between Almar district and Pashtun Kot district,Faryab province,,35.853308,64.594033,181210,Afghanistan,700,Asia,1,1,3/12/14,3/12/14,0,0,3,0,3,3,3
147004,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""BBC Monitoring South Asia,2014-03-12,Five police killed by mines in Afghan Zabol and Urozgan provinces""",BBC Monitoring South Asia,3/12/14,Five police killed by mines in Afghan Zabol and Urozgan provinces,police,1,Tori village,Uruzgan province,Tirin Kot district,32.6206,65.8607,176892,Afghanistan,700,Asia,1,1,3/12/14,3/12/14,2,0,0,0,2,2,2
147006,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""BBC Monitoring South Asia,2014-03-12,Five police killed by mines in Afghan Zabol and Urozgan provinces""",BBC Monitoring South Asia,3/12/14,Five police killed by mines in Afghan Zabol and Urozgan provinces,Police,1,Garm Ab village,Uruzgan province,Tirin Kot district,32.5515,65.9898,176892,Afghanistan,700,Asia,1,1,3/12/14,3/12/14,1,0,0,0,1,1,1
153264,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""Pajhwok Afghan News,2014-10-23,10 soldiers killed in security incidents""",Pajhwok Afghan News,10/23/14,10 soldiers killed in security incidents,Ministry of Defense,6,Afghanistan,,,33,65,177611,Afghanistan,700,Asia,2,5,3/21/14,10/23/14,507,0,0,0,507,507,507
147008,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""BBC Monitoring South Asia,2014-03-12,Five police killed by mines in Afghan Zabol and Urozgan provinces""",BBC Monitoring South Asia,3/12/14,Five police killed by mines in Afghan Zabol and Urozgan provinces,Police,3,Shamulzayi district,Zabul province,Shamulzayi district,31.822957,67.76969,175456,Afghanistan,700,Asia,1,1,3/12/14,3/12/14,2,0,0,0,2,2,2
147019,2014,1,3,514,Taleban - Civilians,981,Taleban - Civilians,303,,Taleban,1,,Civilians,2,"""BBC Monitoring South Asia,2014-03-13,Afghan Taleban claim killing three campaigners for Dr Abdollah in north"";""Pajhwok Afghan News,2014-03-13,3 election workers for Abdullah killed in Faryab""",BBC Monitoring South Asia;Pajhwok Afghan News,2014-03-13;2014-03-13,Afghan Taleban claim killing three campaigners for Dr Abdollah in north;3 election workers for Abdullah killed in Faryab,Taleban /District chief,3,Almar district,Faryab province,Almar district,35.956633,64.295198,181209,Afghanistan,700,Asia,1,1,3/12/14,3/12/14,0,0,3,0,3,3,3
156107,2014,1,3,708,Government of South Sudan - Civilians,1175,Government of South Sudan - Civilians,113,626,Government of South Sudan,1,,Civilians,1,"""Amnesty International,2014-05-08,NOWHERE SAFE: CIVILIANS UNDER ATTACK IN SOUTH SUDAN""",Amnesty International,5/8/14,NOWHERE SAFE: CIVILIANS UNDER ATTACK IN SOUTH SUDAN,"companions
Amnesty International",2,Bor town,Jonglei state,Bor South county,6.233333,31.566667,138664,South Sudan,626,Africa,1,1,3/12/14,3/12/14,0,0,1,0,1,1,1
162047,2014,1,2,11704,anti-Balaka - FPRC,12378,anti-Balaka - FPRC,4201,,anti-Balaka,4007,,FPRC,1,"""Humanitartarian Response,2014-06-09,Liste des Incidents en RCA""",Humanitartarian Response,6/9/14,Liste des Incidents en RCA, Réseau des Journalistes RCA,1,Bouar town,Nana-Mambéré province,Bouar region,5.933314,15.59317,137912,Central African Republic,482,Africa,1,1,3/12/14,3/12/14,0,1,0,0,1,1,1
143668,2014,1,1,283,DR Congo (Zaire):Government,10509,Government of DR Congo (Zaire) - APCLS,89,490,Government of DR Congo (Zaire),1200,,APCLS,1,"""BBC Monitoring Africa,2014-03-14,DRCongo army takes APCLS rebel stronghold in east""",BBC Monitoring Africa,3/14/14,DRCongo army takes APCLS rebel stronghold in east,,1,Mont Sinai,Nord Kivu province,Masisi territory,-1.202407,28.756361,127858,DR Congo (Zaire),490,Africa,1,2,3/12/14,3/14/14,0,10,0,0,10,10,10
114244,2014,1,3,506,IS - Civilians,973,IS - Civilians,234,,IS,1,,Civilians,1,"""Agence France Presse,2014-03-14,Seven dead in Baghdad area attacks""",Agence France Presse,3/14/14,Seven dead in Baghdad area attacks,AFP,1,Rāwah town,Al Anbār province,Qaḑā’ ‘Ānah,34.479354,41.908487,179004,Iraq,645,Middle East,1,1,3/13/14,3/13/14,0,0,15,0,15,15,15
120206,2014,1,1,386,Algeria:Government,830,Government of Algeria - AQIM,109,615,Government of Algeria,539,,AQIM,1,"""Agence France Presse,2014-03-14,Eight armed Islamists killed in Algeria: security""",Agence France Presse,3/14/14,Eight armed Islamists killed in Algeria: security,security sources,4,Tizi Ouzou province,Tizi Ouzou province,,36.75,4.25,182529,Algeria,615,Africa,1,1,3/13/14,3/13/14,0,1,0,0,1,1,1
120554,2014,1,1,337,Somalia:Government,750,Government of Somalia - Al-Shabaab,95,520,Government of Somalia,717,,Al-Shabaab,1,"""BBC Monitoring Africa,2014-03-14,Al-Shabab attacks army bases in Somalia's capital""",BBC Monitoring Africa,3/14/14,Al-Shabab attacks army bases in Somalia's capital,Somali Shabelle Media Network website,1,Mogadishu city,Banaadir region,Mogadishu district,2.066667,45.366667,132931,Somalia,520,Africa,1,1,3/13/14,3/13/14,0,0,0,0,0,0,1
120694,2014,1,1,337,Somalia:Government,750,Government of Somalia - Al-Shabaab,95,520,Government of Somalia,717,,Al-Shabaab,1,"""All Africa,2014-03-17,Two Al-Shabaab Militants Killed, Scores Arrested in Mogadishu Security Operation""",All Africa,3/17/14,"Two Al-Shabaab Militants Killed, Scores Arrested in Mogadishu Security Operation",,1,Mogadishu city,Banaadir region,Mogadishu district,2.066667,45.366667,132931,Somalia,520,Africa,1,1,3/13/14,3/13/14,0,2,0,0,2,2,2
128831,2014,1,1,230,Yemen (North Yemen):Government,10855,Government of Yemen (North Yemen) - Ansarallah,123,678,Government of Yemen (North Yemen),1091,,Ansarallah,2,"""Agence France Presse,2014-03-13,Yemen firefight kills Shiite rebels, soldiers"";""Agence France Presse,2014-03-13,Yemen firefight kills Shiite rebels, soldiers""",Agence France Presse;Agence France Presse,2014-03-13;2014-03-13,"Yemen firefight kills Shiite rebels, soldiers;Yemen firefight kills Shiite rebels, soldiers",Tribal and security sources,2,Qarātīl town,Şan‘ā’ governorate,Hamdān district,15.424817,44.051006,151649,Yemen (North Yemen),678,Middle East,1,1,3/13/14,3/13/14,2,6,0,0,8,8,8
128834,2014,1,1,230,Yemen (North Yemen):Government,459,Government of Yemen (North Yemen) - AQAP,123,678,Government of Yemen (North Yemen),881,,AQAP,1,"""Agence France Presse,2014-03-14,Yemen troops kill southern activist: group""",Agence France Presse,3/14/14,Yemen troops kill southern activist: group,Military sources,4,Ḩaḑramawt governorate,Ḩaḑramawt governorate,,16,49,153099,Yemen (North Yemen),678,Middle East,1,1,3/13/14,3/13/14,0,0,0,0,0,0,2
129179,2014,1,2,4973,Fulani - Tiv,5583,Fulani - Tiv,607,,Fulani,1032,,Tiv,1,"""All Africa,2014-03-14,Govt Deploys Security Forces to Benue As Herdsmen Kill 22 in Fresh Attacks""",All Africa,3/14/14,Govt Deploys Security Forces to Benue As Herdsmen Kill 22 in Fresh Attacks,,3,Logo lga,Benue state,Logo lga,7.68922,9.25049,140779,Nigeria,475,Africa,1,1,3/13/14,3/13/14,0,8,0,0,8,8,8
129181,2014,1,2,4973,Fulani - Tiv,5583,Fulani - Tiv,607,,Fulani,1032,,Tiv,1,"""All Africa,2014-03-14,Govt Deploys Security Forces to Benue As Herdsmen Kill 22 in Fresh Attacks""",All Africa,3/14/14,Govt Deploys Security Forces to Benue As Herdsmen Kill 22 in Fresh Attacks,,3,Logo lga,Benue state,Logo lga,7.68922,9.25049,140779,Nigeria,475,Africa,1,1,3/13/14,3/13/14,0,7,0,0,7,7,7
147017,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,2,"""Xinhua News Agency,2014-03-13,Afghan police foil bomb attack in Kandahar: official"";""BBC Monitoring South Asia,2014-03-15,Afghan forces kill 12 armed Taleban in southern province""",Xinhua News Agency;BBC Monitoring South Asia,2014-03-13;2014-03-15,Afghan police foil bomb attack in Kandahar: official;Afghan forces kill 12 armed Taleban in southern province,Police,1,Adam Khan village,Hilmand province,Nahri Sarraj district (Greshk),31.83052,64.58823,175450,Afghanistan,700,Asia,1,1,3/13/14,3/13/14,0,0,3,0,3,3,3
147020,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""BBC Monitoring South Asia,2014-03-14,Taleban set electoral offices on fire, kill local police in Afghan east""",BBC Monitoring South Asia,3/14/14,"Taleban set electoral offices on fire, kill local police in Afghan east",spokesman for the governor of Laghman Province,2,Parwaye area,Laghman province,Alingar district,34.871474,70.375553,179781,Afghanistan,700,Asia,1,1,3/13/14,3/13/14,1,0,0,0,1,1,1
147029,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""BBC Monitoring South Asia,2014-03-15,Afghan forces kill 12 armed Taleban in southern province""",BBC Monitoring South Asia,3/15/14,Afghan forces kill 12 armed Taleban in southern province,Helmand governor's office /Police,1,Doabi Wa Poza village,Hilmand province,Musa Qala district,32.099,64.824,176170,Afghanistan,700,Asia,1,1,3/13/14,3/13/14,0,4,0,0,4,4,10
147030,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""BBC Monitoring South Asia,2014-03-15,Afghan forces kill 12 armed Taleban in southern province""",BBC Monitoring South Asia,3/15/14,Afghan forces kill 12 armed Taleban in southern province,Governor's spokesman,3,Reg district (Hilmand),Hilmand province,Reg district (Hilmand),30.15106,63.879346,173288,Afghanistan,700,Asia,1,1,3/13/14,3/13/14,0,4,0,0,4,4,4
150776,2014,1,1,309,Sudan:Government,14150,Government of Sudan - Darfur Joint Resistance Forces,112,625,Government of Sudan,5866,,Darfur Joint Resistance Forces,4,"""All Africa,2014-03-14,Rebel Forces Claim Control of Mellit, North Darfur"";""Xinhua News Agency,2014-03-14,Xinhua Middle East news summary at 2200 GMT, March 14"";""Agence France Presse,2014-03-16,Governor in Sudan's Darfur survives ambush: source"";""United Nations Security Council,2014-04-15,Report of the Secretary-General on the African UnionUnited Nations Hybrid Operation in Darfur""",All Africa;Xinhua News Agency;Agence France Presse;United Nations Security Council,2014-03-14;2014-03-14;2014-03-16;2014-04-15,"Rebel Forces Claim Control of Mellit, North Darfur;Xinhua Middle East news summary at 2200 GMT, March 14;Governor in Sudan's Darfur survives ambush: source;Report of the Secretary-General on the African UnionUnited Nations Hybrid Operation in Darfur","Adam Saleh Abakar, the spokesman for the resistance forces 
Sudan's Ashrouq net reported 
UNAMID report",1,Mellit town,North Darfur state,Mellit district,14.13333,25.55,150172,Sudan,625,Africa,1,1,3/13/14,3/13/14,0,0,18,50,68,68,68
156621,2014,1,2,4999,Alawite (Lebanon) - Sunni (Lebanon),5609,Alawite (Lebanon) - Sunni (Lebanon),1194,,Alawite (Lebanon),1195,,Sunni (Lebanon),1,"""Agence France Presse,2014-03-15,10 dead in Syria-linked clashes in Lebanon's Tripoli""",Agence France Presse,3/15/14,10 dead in Syria-linked clashes in Lebanon's Tripoli,A security source ,1,Tripoli town,North Lebanon province,Tripoli  county,34.436667,35.849722,178992,Lebanon,660,Middle East,2,2,3/13/14,3/15/14,0,0,0,4,4,4,4
120594,2014,1,1,337,Somalia:Government,750,Government of Somalia - Al-Shabaab,95,520,Government of Somalia,717,,Al-Shabaab,1,"""All Africa,2014-03-16,10 Killed As Al Shabaab Attacks Liberated Towns""",All Africa,3/16/14,10 Killed As Al Shabaab Attacks Liberated Towns,Bulo Barde resident,1,Bulo Burti town,Hiran region,Bulo Burti district,3.85,45.566667,135092,Somalia,520,Africa,1,1,3/14/14,3/14/14,1,0,0,4,5,5,5
120601,2014,1,1,337,Somalia:Government,750,Government of Somalia - Al-Shabaab,95,520,Government of Somalia,717,,Al-Shabaab,1,"""All Africa,2014-03-16,10 Killed As Al Shabaab Attacks Liberated Towns""",All Africa,3/16/14,10 Killed As Al Shabaab Attacks Liberated Towns,Residents of Buur Dhubo,1,Buur Dhubo town,Gedo region,Garbahare district,2.483333,43.316667,132927,Somalia,520,Africa,1,1,3/14/14,3/14/14,0,0,0,5,5,5,5
129185,2014,1,1,297,Nigeria:Government,640,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,84,475,Government of Nigeria,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,5,"""All Africa,2014-03-17,207 Boko Haram Militants Killed in Maiduguri Attack, Says Civilian - JTF"";""All Africa,2014-03-17,207 Insurgents Killed in Borno"";""All Africa,2014-03-17,Military Repels Boko Haram's Pre-Dawn Attack in Maiduguri"";""Amnesty International,2014-03-31,Nigeria: War crimes and crimes against humanity as violence escalates in north-east "";""Stars on their shoulders. Blood on their hands. War crimes committed by the Nigerian military.,2015-06-30,EXTRAJUDICIAL EXECUTION OF AT LEAST 640 RECAPTURED DETAINEES FROM GIWA BARRACKS, 14 MARCH 2014""",All Africa;All Africa;All Africa;Amnesty International;Stars on their shoulders. Blood on their hands. War crimes committed by the Nigerian military.,2014-03-17;2014-03-17;2014-03-17;2014-03-31;2015-06-30,"207 Boko Haram Militants Killed in Maiduguri Attack, Says Civilian - JTF;207 Insurgents Killed in Borno;Military Repels Boko Haram's Pre-Dawn Attack in Maiduguri;Nigeria: War crimes and crimes against humanity as violence escalates in north-east ;EXTRAJUDICIAL EXECUTION OF AT LEAST 640 RECAPTURED DETAINEES FROM GIWA BARRACKS, 14 MARCH 2014",,1,Maiduguri town,Borno state,Maiduguri lga,11.84644,13.160274,146547,Nigeria,475,Africa,1,1,3/14/14,3/14/14,5,640,2,2,649,649,649
129187,2014,1,1,297,Nigeria:Government,640,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,84,475,Government of Nigeria,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,"""All Africa,2014-03-17,207 Suspected Terrorists Killed As Boko Haram Battle Military in Maiduguri""",All Africa,3/17/14,207 Suspected Terrorists Killed As Boko Haram Battle Military in Maiduguri,Eye witness,2,Maiduguri town,Borno state,Maiduguri lga,11.84644,13.160274,146547,Nigeria,475,Africa,1,1,3/14/14,3/14/14,0,40,0,0,40,40,40
129213,2014,1,3,532,Patani insurgents - Civilians,999,Patani insurgents - Civilians,365,,Patani insurgents,1,,Civilians,2,"""Associated Press Newswires,2014-03-14,Teacher killed, set on fire in southern Thailand"";""Bangkok Post,2014-03-15,Teacher shot, set on fire in Pattani""",Associated Press Newswires;Bangkok Post,2014-03-14;2014-03-15,"Teacher killed, set on fire in southern Thailand;Teacher shot, set on fire in Pattani",police Maj. Gen. Pote Suaysuwan.,3,Mayo district,Pattani,Mayo district,6.70764,101.403594,139523,Thailand,800,Asia,1,1,3/14/14,3/14/14,0,0,1,0,1,1,1
150809,2014,1,1,404,Pakistan:Government,14227,Government of Pakistan - Jamaat-ul-Ahrar,142,770,Government of Pakistan,5928,,Jamaat-ul-Ahrar,3,"""Press Trust of India,2014-03-14,7 killed in Pak blast"";""Dawn,2014-03-14,Suicide blast in Peshawar: Death toll rises to 11"";""SATP,2014-12-31,Incidents and statements involving TTP: 2014""",Press Trust of India;Dawn;SATP,2014-03-14;2014-03-14;2014-12-31,7 killed in Pak blast;Suicide blast in Peshawar: Death toll rises to 11;Incidents and statements involving TTP: 2014,police/hospital officials,2,Sarband Town,Khyber Pakhtunkwa Province,Peshawar District,33.938554,71.486083,178343,Pakistan,770,Asia,1,1,3/14/14,3/14/14,0,1,0,11,12,12,12
150810,2014,1,1,404,Pakistan:Government,14227,Government of Pakistan - Jamaat-ul-Ahrar,142,770,Government of Pakistan,5928,,Jamaat-ul-Ahrar,2,"""Press Trust of India,2014-03-14,19 killed in Pak blasts in Peshawar, Quetta"";""Dawn,2014-03-14,Suicide blast in Peshawar: Death toll rises to 11""",Press Trust of India;Dawn,2014-03-14;2014-03-14,"19 killed in Pak blasts in Peshawar, Quetta;Suicide blast in Peshawar: Death toll rises to 11",police,1,Quetta Town,Balochistan Province,Quetta District,30.183333,67,173295,Pakistan,770,Asia,1,1,3/14/14,3/14/14,1,0,9,0,10,10,10
153398,2014,1,1,309,Sudan:Government,11988,Government of Sudan - SRF,112,625,Government of Sudan,1162,,SRF,1,"""All Africa,2014-08-22,UN Should End Silence On Rights Abuses - Improve Reporting On Violations, Protection of Civilians [press release]""",All Africa,8/22/14,"UN Should End Silence On Rights Abuses - Improve Reporting On Violations, Protection of Civilians [press release]","39-year-old man 
HRW",1,Birka village,North Darfur state,El Fasher district,13.716666,25,149451,Sudan,625,Africa,1,1,3/14/14,3/14/14,0,0,1,0,1,1,1
128837,2014,1,1,230,Yemen (North Yemen):Government,459,Government of Yemen (North Yemen) - AQAP,123,678,Government of Yemen (North Yemen),881,,AQAP,1,"""Agence France Presse,2014-03-15,Yemen police colonel killed trying to save judge""",Agence France Presse,3/15/14,Yemen police colonel killed trying to save judge,Police,1,‘Adan town,‘Adan governorate,,12.779444,45.036667,148051,Yemen (North Yemen),678,Middle East,1,2,3/14/14,3/15/14,0,0,0,0,0,0,1
