id,year,active_year,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,dyad_name,side_a_new_id,gwnoa,side_a,side_b_new_id,gwnob,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,adm_1,adm_2,latitude,longitude,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,low,best,high
144176,2014,1,3,1850,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,2332,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,,Civilians,2,"""Agence France Presse,2014-08-18,10 dead in Boko Haram attacks in Nigeria: witnesses"";""Nigeria Watch IBD003606,2014-08-17,Boko Haram Attacks, Borno""",Agence France Presse;Nigeria Watch IBD003606,2014-08-18;2014-08-17,"10 dead in Boko Haram attacks in Nigeria: witnesses;Boko Haram Attacks, Borno",witnesses,1,Moforo village,Borno state,Marte lga,12.231405,13.754447,147268,Nigeria,475,Africa,1,1,8/17/14,8/17/14,0,0,4,0,4,4,4
147323,2014,1,2,13332,Libya Dawn - Zintan Military Council,14251,Libya Dawn - Zintan Military Council,5861,,Libya Dawn,5940,,Zintan Military Council,1,"""BBC Monitoring Middle East,2014-08-17,Heavy fighting in Libya's capital as Benghazi group formed ""to end violence""""",BBC Monitoring Middle East,8/17/14,"Heavy fighting in Libya's capital as Benghazi group formed ""to end violence""",Members of the Libya Shield Forces,1,Tripoli city,Tripoli district,,32.8925,13.18,176787,Libya,620,Africa,1,1,8/17/14,8/17/14,0,0,0,7,7,7,7
150762,2014,1,1,289,Colombia:Government,623,Government of Colombia - FARC,17,100,Government of Colombia,743,,FARC,1,"""BBC Monitoring Americas,2014-08-19,Colombian troops killed, wounded in suspected FARC attack""",BBC Monitoring Americas,8/19/14,"Colombian troops killed, wounded in suspected FARC attack",the Colombian National Army ,4,Antioquia department,Antioquia department,,7,-75.5,139890,Colombia,100,Americas,1,1,8/17/14,8/17/14,2,0,0,0,2,2,2
151825,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""BBC Monitoring South Asia,2014-08-17,Three civilians killed, seven injured in mine blast in Afghan south""",BBC Monitoring South Asia,8/17/14,"Three civilians killed, seven injured in mine blast in Afghan south",Hospital source,5,Road between Sangin town and Lashkar Gah town (Sangin district),Hilmand province,Sangin district,32.033561,64.831212,176170,Afghanistan,700,Asia,1,1,8/17/14,8/17/14,0,0,3,0,3,3,3
151839,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""Xinhua News Agency,2014-08-18,Roundup: Clashes kill 16 in northern Afghan province, hundreds displaced""",Xinhua News Agency,8/18/14,"Roundup: Clashes kill 16 in northern Afghan province, hundreds displaced",Governor,1,Aqtash village,Kunduz province,Khanabad district,36.7205,69.0915,182659,Afghanistan,700,Asia,1,1,8/17/14,8/17/14,0,6,0,0,6,6,6
152258,2014,1,1,209,Philippines:Government,411,Government of Philippines - CPP,154,840,Government of Philippines,169,,CPP,1,"""Xinhua News Agency,2014-08-19,3 suspected leftist rebels killed in S. Philippine clash""",Xinhua News Agency,8/19/14,3 suspected leftist rebels killed in S. Philippine clash,Military,1,Tudok village,South Cotabato province,T'boli municipality,6.02612,124.903667,138850,Philippines,840,Asia,1,1,8/17/14,8/17/14,0,3,0,0,0,3,3
157325,2014,1,1,13349,Myanmar (Burma):Palaung,14273,Government of Myanmar (Burma) - PSLF,144,775,Government of Myanmar (Burma),5965,,PSLF,1,"""The Irrawaddy,2014-08-18,One Civilian Killed After TNLA, Govt Troops Clash""",The Irrawaddy,8/18/14,"One Civilian Killed After TNLA, Govt Troops Clash",TNLA sources,2,Kyaukme township,Shan State,Kyaukme District,22.5,97.05,162555,Myanmar (Burma),775,Asia,1,1,8/17/14,8/17/14,2,0,0,0,2,2,2
151836,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""Xinhua News Agency,2014-08-18,Roundup: Clashes kill 16 in northern Afghan province, hundreds displaced""",Xinhua News Agency,8/18/14,"Roundup: Clashes kill 16 in northern Afghan province, hundreds displaced",Police,1,Gul Tepa village,Kunduz province,Kunduz district,36.7504,68.9559,182658,Afghanistan,700,Asia,3,2,8/17/14,8/18/14,0,5,0,0,5,5,5
151837,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""Xinhua News Agency,2014-08-18,Roundup: Clashes kill 16 in northern Afghan province, hundreds displaced""",Xinhua News Agency,8/18/14,"Roundup: Clashes kill 16 in northern Afghan province, hundreds displaced",Police,1,Gumbaz village,Kunduz province,Imam Sahib district,37.134411,68.975746,183378,Afghanistan,700,Asia,3,2,8/17/14,8/18/14,0,5,0,0,5,5,5
144178,2014,1,3,1850,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,2332,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,,Civilians,1,"""All Africa,2014-08-20,Boko Haram Kills Three, Abducts 12 in Cameroun""",All Africa,8/20/14,"Boko Haram Kills Three, Abducts 12 in Cameroun",a security source,1,Gréa village,Far North region,Mayo-Sava department,11.21917,14.03595,145829,Cameroon,471,Africa,1,1,8/18/14,8/18/14,0,0,3,0,3,3,3
151875,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""BBC Monitoring South Asia,2014-08-19,Taleban say commander among eight government militiamen killed in Afghan east""",BBC Monitoring South Asia,8/19/14,Taleban say commander among eight government militiamen killed in Afghan east,Taleban,2,Baraki Barak district,Logar province,Baraki Barak district,33.929854,68.886195,178338,Afghanistan,700,Asia,1,1,8/18/14,8/18/14,0,1,0,0,1,1,1
151880,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""BBC Monitoring South Asia,2014-08-19,Taleban kill commander who defected to Afghan government - official""",BBC Monitoring South Asia,8/19/14,Taleban kill commander who defected to Afghan government - official,"Governor's spokesman, Taleban",1,Kandahar town,Kandahar province,Kandahar district,31.611795,65.705795,175452,Afghanistan,700,Asia,1,1,8/18/14,8/18/14,1,0,0,0,1,1,1
151889,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""BBC Monitoring South Asia,2014-08-19,Airstrikes kill four Taleban insurgents in Afghan east""",BBC Monitoring South Asia,8/19/14,Airstrikes kill four Taleban insurgents in Afghan east,Police,2,Sirkanay district,Kunar province,Sirkanay district,34.750462,71.118319,179783,Afghanistan,700,Asia,1,1,8/18/14,8/18/14,0,2,0,0,2,2,2
153769,2014,1,1,337,Somalia:Government,750,Government of Somalia - Al-Shabaab,95,520,Government of Somalia,717,,Al-Shabaab,1,"""BBC Monitoring Africa,2014-08-20,Somali militants ambush Ethiopian convoy escorting Hiiraan governor""",BBC Monitoring Africa,8/20/14,Somali militants ambush Ethiopian convoy escorting Hiiraan governor,pro-Al-Shabab news website Somali Memo on 19 August,4,Hiran region,Hiran region,,4,45.5,135812,Somalia,520,Africa,1,1,8/18/14,8/18/14,0,0,0,0,0,0,1
155061,2014,1,1,13247,Ukraine:Lugansk,14184,Government of Ukraine - LPR,61,369,Government of Ukraine,5839,,LPR,1,"""Reuters News,2014-08-18,WRAPUP 3-Dozens killed in attack on convoy, Ukraine says; rebels deny firing rocket""",Reuters News,8/18/14,"WRAPUP 3-Dozens killed in attack on convoy, Ukraine says; rebels deny firing rocket",military spokesperson,2,Novosvitlivka village,Luhansk Oblast,Krasnodon Raion,48.495,39.5,199160,Ukraine,369,Europe,1,1,8/18/14,8/18/14,0,0,24,0,24,24,24
155066,2014,1,1,13247,Ukraine:Lugansk,14184,Government of Ukraine - LPR,61,369,Government of Ukraine,5839,,LPR,1,"""Reuters News,2014-08-18,WRAPUP 3-Dozens killed in attack on convoy, Ukraine says; rebels deny firing rocket""",Reuters News,8/18/14,"WRAPUP 3-Dozens killed in attack on convoy, Ukraine says; rebels deny firing rocket",Ukrainian Army,1,Luhansk town,Luhansk Oblast,Luhansk City Municipality,48.566667,39.3,199879,Ukraine,369,Europe,1,1,8/18/14,8/18/14,9,0,0,0,9,9,9
157323,2014,1,1,13349,Myanmar (Burma):Palaung,14273,Government of Myanmar (Burma) - PSLF,144,775,Government of Myanmar (Burma),5965,,PSLF,1,"""The Irrawaddy,2014-08-18,One Civilian Killed After TNLA, Govt Troops Clash""",The Irrawaddy,8/18/14,"One Civilian Killed After TNLA, Govt Troops Clash",TNLA sources,2,Namkham Township,Shan State,Muse District,23.836011,97.681672,163996,Myanmar (Burma),775,Asia,1,1,8/18/14,8/18/14,0,0,1,0,1,1,11
162302,2014,1,2,4979,Jalisco Cartel New Generation - Los Zetas,5589,Jalisco Cartel New Generation - Los Zetas,1151,,Jalisco Cartel New Generation,1088,,Los Zetas,1,"""Borderland Beat,2014-08-20,Huetamo: 4 corspes in bed of Rurales truck, and 3 Decaps in Jalisco""",Borderland Beat,8/20/14,"Huetamo: 4 corspes in bed of Rurales truck, and 3 Decaps in Jalisco",Borderland Beat,1,Zapopan town,Jalisco state,Zapopan municipality,20.67738,-103.43113,159274,Mexico,70,Americas,1,1,8/18/14,8/18/14,0,0,0,3,3,3,3
201659,2014,1,2,11480,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Yan Gora,12132,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Yan Gora,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,4000,,Yan Gora,1,"""‘OUR JOB IS TO SHOOT, SLAUGHTER AND KILL’ BOKO HARAM’S REIGN OF TERROR IN NORTH-EAST NIGERIA,2015-04-30,GWOZA: AT LEAST 600 CIVILIANS KILLED (39-42)""","‘OUR JOB IS TO SHOOT, SLAUGHTER AND KILL’ BOKO HARAM’S REIGN OF TERROR IN NORTH-EAST NIGERIA",4/30/15,GWOZA: AT LEAST 600 CIVILIANS KILLED (39-42),Eye witnesses,2,Gwoza town,Borno state,Gwoza lga,11.103593,13.712982,145828,Nigeria,475,Africa,1,1,8/18/14,8/18/14,0,0,0,30,30,30,30
155089,2014,1,1,432,Russia (Soviet Union):Caucasus Emirate,899,Government of Russia (Soviet Union) - Forces of the Caucasus Emirate,57,365,Government of Russia (Soviet Union),367,,Forces of the Caucasus Emirate,1,"""ITAR-TASS World Service,2014-08-20,2 militants killed in Dagestan""",ITAR-TASS World Service,8/20/14,2 militants killed in Dagestan,National Antiterrorism Committee,1,Makhachkala,Dagestan,Makhachkala municipality,42.9849,47.5046,191256,Russia (Soviet Union),365,Europe,1,2,8/18/14,8/19/14,0,2,0,0,2,2,2
162313,2014,1,2,4933,Gulf Cartel - Los Zetas,5543,Gulf Cartel - Los Zetas,782,,Gulf Cartel,1088,,Los Zetas,1,"""Borderland Beat,2014-08-22,Zacatecas: Decapitated body of Zetas plaza chief found with message from CDG""",Borderland Beat,8/22/14,Zacatecas: Decapitated body of Zetas plaza chief found with message from CDG,Borderland Beat,1,El Conejo village,Zacatecas state,Teúl de González Ortega municipality,21.37639,-103.50278,159993,Mexico,70,Americas,1,2,8/18/14,8/19/14,0,1,0,0,1,1,1
151923,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""BBC Monitoring South Asia,2014-08-22,Afghan security forces kill dozens of Taleban in north-eastern Konduz""",BBC Monitoring South Asia,8/22/14,Afghan security forces kill dozens of Taleban in north-eastern Konduz,"Police
















































































































































































































































",3,Archi district,Kunduz province,Archi district,36.972465,69.163284,182659,Afghanistan,700,Asia,1,2,8/18/14,8/20/14,0,0,0,0,0,0,17
151929,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""BBC Monitoring South Asia,2014-08-22,Afghan security forces kill dozens of Taleban in north-eastern Konduz""",BBC Monitoring South Asia,8/22/14,Afghan security forces kill dozens of Taleban in north-eastern Konduz,Police,4,Kunduz province,Kunduz province,,36.75,68.75,182658,Afghanistan,700,Asia,1,2,8/18/14,8/20/14,0,5,0,0,5,5,5
155095,2014,1,1,13246,Ukraine:Donetsk,14124,Government of Ukraine - DPR,61,369,Government of Ukraine,5840,,DPR,1,"""Reuters News,2014-08-22,RPT-For embattled Ukraine rebels, no time to honour the dead""",Reuters News,8/22/14,"RPT-For embattled Ukraine rebels, no time to honour the dead","rebels, Reuters eyewitness",2,Donetsk town,Donetsk Oblast,Donetsk City Municipality,48,37.805278,199156,Ukraine,369,Europe,1,2,8/18/14,8/20/14,0,12,0,0,12,12,12
150111,2014,1,1,364,India:Kashmir,792,Government of India - Kashmir insurgents,141,750,Government of India,325,,Kashmir insurgents,1,"""SATP, J&K timeline 2014,1753-01-01,August 20""","SATP, J&K timeline 2014",1753-01-01,20-Aug,,3,Kupwara District,Jammu and Kashmir State,Kupwara District,34.372601,74.167293,179069,India,750,Asia,1,1,8/20/14,8/20/14,0,2,0,0,2,2,2
163166,2014,0,3,628,FRPI - Civilians,1095,FRPI - Civilians,1077,,FRPI,1,,Civilians,1,"""All Africa,2014-08-28,Said Djinnit annoncé chez Kabila !""",All Africa,8/28/14,Said Djinnit annoncé chez Kabila !,,2,Walendu Bindi collectivité,Orientale province,Irumu territory,1.238368,30.0331,131461,DR Congo (Zaire),490,Africa,1,2,8/18/14,8/21/14,0,0,1,0,1,1,1
147327,2014,1,2,13332,Libya Dawn - Zintan Military Council,14251,Libya Dawn - Zintan Military Council,5861,,Libya Dawn,5940,,Zintan Military Council,1,"""All Africa,2014-08-19,Three Sudanese Killed, Six Injured in Tripoli, Libya""",All Africa,8/19/14,"Three Sudanese Killed, Six Injured in Tripoli, Libya",The spokesman for the Committee for Sudanese Stranded in Libya,1,Tripoli city,Tripoli district,,32.8925,13.18,176787,Libya,620,Africa,1,1,8/19/14,8/19/14,0,0,3,0,3,3,3
153172,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""Pajhwok Afghan News,2014-10-19,24 killed in fresh wave of violence""",Pajhwok Afghan News,10/19/14,24 killed in fresh wave of violence,Defense Ministry,6,Afghanistan,,,33,65,177611,Afghanistan,700,Asia,2,2,10/18/14,10/19/14,1,0,0,0,1,1,1
147328,2014,1,2,13332,Libya Dawn - Zintan Military Council,14251,Libya Dawn - Zintan Military Council,5861,,Libya Dawn,5940,,Zintan Military Council,1,"""All Africa,2014-08-19,Tripoli Militia Battles Continue""",All Africa,8/19/14,Tripoli Militia Battles Continue,"Noman Benotman, a terror group researcher and president of the Quilliam Institute",2,Tripoli city,Tripoli district,,32.8925,13.18,176787,Libya,620,Africa,1,1,8/19/14,8/19/14,0,0,0,18,18,18,18
149383,2014,0,1,354,Turkey:Kurdistan,781,Government of Turkey - PKK,115,640,Government of Turkey,323,,PKK,2,"""Reuters News,2014-08-20,Turkish soldier killed in clashes with Kurdish militants"";""Agence France Presse,2014-08-20,Turkish soldier killed in suspected Kurdish rebel attack""",Reuters News;Agence France Presse,2014-08-20;2014-08-20,Turkish soldier killed in clashes with Kurdish militants;Turkish soldier killed in suspected Kurdish rebel attack,Turkish media.,4,Van province,Van province,,38.407357,43.717793,184768,Turkey,640,Middle East,1,1,8/19/14,8/19/14,1,0,0,0,1,1,1
151882,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""BBC Monitoring South Asia,2014-08-19,Taleban say three soldiers killed in attack on patrol in Afghan south""",BBC Monitoring South Asia,8/19/14,Taleban say three soldiers killed in attack on patrol in Afghan south,Taleban,5,Nawa-I-Barakzayi - Marja road,Hilmand province,Nawa-i-Barak Zayi district,31.324291,64.204856,174729,Afghanistan,700,Asia,1,1,8/19/14,8/19/14,0,1,0,0,1,1,1
149768,2014,1,3,11706,FPRC - Civilians,12382,FPRC - Civilians,4007,,FPRC,1,,Civilians,2,"""dpa International Service in English,2014-08-20,1ST LEAD Four reported killed in Seleka attack in northern CAR By dpa correspondents"";""RIA Novosti,2014-08-20,UN Warns of Alarming Humanitarian Situation in Central African Republic  
CR  РИАН""",dpa International Service in English;RIA Novosti,2014-08-20;2014-08-20,"1ST LEAD Four reported killed in Seleka attack in northern CAR By dpa correspondents;UN Warns of Alarming Humanitarian Situation in Central African Republic  
CR  РИАН", local radio station Ndeke-Luka ,2,Mbrès town,Nana-Grébizi province,Mbrès region,6.668731,19.796373,139360,Central African Republic,482,Africa,1,1,8/19/14,8/19/14,0,0,4,0,4,4,4
150072,2014,1,1,234,Israel:Palestine,477,Government of Israel - Hamas,121,666,Government of Israel,209,,Hamas,3,"""Agence France Presse,2014-08-20,Israeli strike kills wife, child of Gaza military chief: Hamas"";""Agence France Presse,2014-08-20,Thousands mourn slain wife, baby of Hamas commander"";""Agence France Presse,2014-08-21,Israeli strikes kill 24 on day 45 of Gaza war""",Agence France Presse;Agence France Presse;Agence France Presse,2014-08-20;2014-08-20;2014-08-21,"Israeli strike kills wife, child of Gaza military chief: Hamas;Thousands mourn slain wife, baby of Hamas commander;Israeli strikes kill 24 on day 45 of Gaza war","Hamas, Palestinian medical sources",1,Gaza City,Gaza Strip,Gaza,31.516667,34.45,175389,Israel,666,Middle East,1,1,8/19/14,8/19/14,0,0,3,2,5,5,5
151888,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""BBC Monitoring South Asia,2014-08-19,Airstrikes kill four Taleban insurgents in Afghan east""",BBC Monitoring South Asia,8/19/14,Airstrikes kill four Taleban insurgents in Afghan east,"Police, Resident",1,Pirakhel village,Nangarhar province,Khogyani district,34.176594,70.164391,179061,Afghanistan,700,Asia,1,1,8/19/14,8/19/14,0,2,0,0,2,2,2
151192,2014,1,1,234,Israel:Palestine,477,Government of Israel - Hamas,121,666,Government of Israel,209,,Hamas,-1,,,,,Palestinian medical sources,4,Gaza Strip,Gaza Strip,,31.425074,34.373398,174669,Israel,666,Middle East,1,1,8/24/14,8/24/14,0,0,0,6,6,6,6
153832,2014,1,1,337,Somalia:Government,750,Government of Somalia - Al-Shabaab,95,520,Government of Somalia,717,,Al-Shabaab,1,"""BBC Monitoring Africa,2014-08-25,Al-Shabab attack Somali government forces convoy in south western region""",BBC Monitoring Africa,8/25/14,Al-Shabab attack Somali government forces convoy in south western region,Alldhacdo in Somali 0000gmt 20 Aug 14,3,Garbahare district,Gedo region,Garbahare district,3.22,42.3,134365,Somalia,520,Africa,1,1,8/19/14,8/19/14,0,3,0,0,0,3,3
154241,2014,1,1,404,Pakistan:Government,857,Government of Pakistan - TTP,142,770,Government of Pakistan,356,,TTP,1,"""Agence France Presse,2014-08-19,Pakistan attacks kill 48 militants, six civilians die in bombing""",Agence France Presse,8/19/14,"Pakistan attacks kill 48 militants, six civilians die in bombing",military,3,Khyber Agency,Federally Administered Tribal Areas,Khyber Agency,33.961134,71.057703,178343,Pakistan,770,Asia,1,1,8/19/14,8/19/14,0,18,0,0,18,18,18
154242,2014,1,1,404,Pakistan:Government,857,Government of Pakistan - TTP,142,770,Government of Pakistan,356,,TTP,1,"""Agence France Presse,2014-08-19,Pakistan attacks kill 48 militants, six civilians die in bombing""",Agence France Presse,8/19/14,"Pakistan attacks kill 48 militants, six civilians die in bombing",military,3,North Waziristan,Federally Administered Tribal Areas,North Waziristan,32.950871,69.957639,176900,Pakistan,770,Asia,1,1,8/19/14,8/19/14,0,30,0,0,30,30,30
154253,2014,1,1,404,Pakistan:Government,857,Government of Pakistan - TTP,142,770,Government of Pakistan,356,,TTP,1,"""BBC Monitoring South Asia,2014-08-20,48 militants dead in fresh air strikes in Pakistan tribal area""",BBC Monitoring South Asia,8/20/14,48 militants dead in fresh air strikes in Pakistan tribal area,"military, tribal sources",2,Dwa Toi Town,Federally Administered Tribal Areas,Khyber Agency,33.863072,70.774957,178342,Pakistan,770,Asia,1,1,8/19/14,8/19/14,0,0,0,3,3,3,2
155091,2014,1,1,13246,Ukraine:Donetsk,14124,Government of Ukraine - DPR,61,369,Government of Ukraine,5840,,DPR,1,"""Associated Press Newswires,2014-08-19,Ukrainian forces press attacks on rebel-held areas""",Associated Press Newswires,8/19/14,Ukrainian forces press attacks on rebel-held areas,Ukrainian officials ,1,Ilovaisk town,Donetsk Oblast,Amvrosiivka Raion,47.926,38.194,198437,Ukraine,369,Europe,1,1,8/19/14,8/19/14,1,0,0,0,1,1,1
163222,2014,0,3,569,FDLR - Civilians,1036,FDLR - Civilians,528,,FDLR,1,,Civilians,1,"""Radio Okapi,2014-04-21,Rusthuru : deux cyclistes tués par des bandits armés à Tenge""",Radio Okapi,4/21/14,Rusthuru : deux cyclistes tués par des bandits armés à Tenge,,3,Rutshuru territory,Nord Kivu province,Rutshuru territory,-1.18,29.46,127859,DR Congo (Zaire),490,Africa,1,1,8/19/14,8/19/14,0,0,0,0,0,0,1
163989,2014,1,2,13389,Eggon - Gwandere,14331,Eggon - Gwandere,1172,,Eggon,6001,,Gwandere,1,"""All Africa,2014-08-20,Four Killed, One Injured As APC, PDP Supporters Clash in Nasarawa""",All Africa,8/20/14,"Four Killed, One Injured As APC, PDP Supporters Clash in Nasarawa","police public relations officer, Ismaila Numan",3,Obi lga,Nasarawa state,Obi lga,7.02177,8.29392,140057,Nigeria,475,Africa,1,1,8/19/14,8/19/14,0,4,0,0,4,4,4
192819,2014,1,1,404,Pakistan:Government,857,Government of Pakistan - TTP,142,770,Government of Pakistan,356,,TTP,1,"""BBC Monitoring South Asia,2014-08-20,48 militants dead in fresh air strikes in Pakistan tribal area""",BBC Monitoring South Asia,8/20/14,48 militants dead in fresh air strikes in Pakistan tribal area,"military, tribal sources",2,Kuki Khel Area,Federally Administered Tribal Areas,Khyber Agency,33.980221,71.313639,178343,Pakistan,770,Asia,1,1,8/19/14,8/19/14,0,0,0,2,2,2,3
149299,2014,1,1,297,Nigeria:Government,640,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,84,475,Government of Nigeria,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,"""Nigeria Watch IBD003611,2014-08-20,Boko Haram vs Police, Borno""",Nigeria Watch IBD003611,8/20/14,"Boko Haram vs Police, Borno",,1,Limankara village,Borno state,Gwoza lga,10.98267,13.66066,145108,Nigeria,475,Africa,1,2,8/19/14,8/20/14,40,0,0,0,40,40,40
